content_type,idle_time,reading_time,pause_count,seek_count,tab_switches,total_scrolls,video_watched_percentage,is_video_playing,engagement_label
non_video,5,125,0,0,1,9,0.0,False,1.0
non_video,72,368,0,0,1,13,0.0,False,1.0
non_video,91,164,0,0,2,2,0.0,False,0.0
video,160,435,2,2,1,0,70.3,True,0.5
non_video,32,247,0,0,0,13,0.0,False,1.0
video,151,747,1,2,2,0,67.4,True,0.5
video,66,424,6,1,1,0,96.9,False,1.0
video,34,1749,6,2,1,0,88.6,True,1.0
non_video,101,140,0,0,3,4,0.0,False,0.0
non_video,10,292,0,0,1,9,0.0,False,1.0
video,47,70,0,8,4,0,13.9,False,0.0
video,104,410,1,2,1,0,49.4,True,0.5
non_video,12,414,0,0,1,17,0.0,False,1.0
video,29,422,4,0,0,0,97.3,False,1.0
video,157,211,0,5,4,0,18.7,False,0.0
video,186,240,1,3,3,0,38.5,False,0.0
non_video,49,502,0,0,1,9,0.0,False,1.0
video,87,240,4,3,0,0,68.2,False,0.5
video,225,612,1,2,2,0,48.7,False,0.5
non_video,73,151,0,0,4,2,0.0,False,0.0
non_video,44,88,0,0,2,1,0.0,False,0.0
non_video,103,274,0,0,2,9,0.0,False,0.5
non_video,85,281,0,0,1,11,0.0,False,0.5
video,63,92,1,5,1,0,31.2,False,0.0
video,171,240,0,7,4,0,21.5,True,0.0
video,355,864,4,4,2,0,61.8,True,0.5
video,22,991,4,2,0,0,88.3,True,1.0
non_video,63,116,0,0,4,4,0.0,False,0.0
non_video,107,174,0,0,4,2,0.0,False,0.0
non_video,11,123,0,0,1,11,0.0,False,1.0
video,113,223,2,6,4,0,14.8,True,0.0
non_video,25,125,0,0,1,6,0.0,False,0.5
video,267,1357,7,1,0,0,83.2,True,1.0
non_video,5,131,0,0,0,13,0.0,False,1.0
video,161,473,4,3,1,0,48.0,True,0.5
non_video,30,122,0,0,2,10,0.0,False,0.5
video,276,1543,5,1,0,0,95.4,True,1.0
video,274,1551,2,0,1,0,84.8,False,1.0
non_video,47,206,0,0,0,8,0.0,False,0.5
video,114,190,2,4,1,0,37.2,True,0.0
video,208,1631,3,2,0,0,85.6,True,1.0
video,75,345,4,2,1,0,40.9,False,0.5
video,46,514,4,2,1,0,88.1,False,1.0
video,167,515,1,4,1,0,47.8,True,0.5
video,59,130,1,6,3,0,11.1,True,0.0
non_video,33,312,0,0,0,17,0.0,False,1.0
video,229,297,1,3,4,0,25.0,False,0.0
video,67,1282,4,0,1,0,92.4,True,1.0
video,139,1752,6,0,0,0,99.5,False,1.0
video,125,296,0,3,2,0,36.0,True,0.0
video,37,71,0,8,3,0,25.6,True,0.0
non_video,61,179,0,0,2,3,0.0,False,0.5
non_video,35,415,0,0,0,8,0.0,False,1.0
non_video,48,175,0,0,0,11,0.0,False,0.5
video,68,270,2,2,1,0,75.0,True,0.5
non_video,23,48,0,0,3,0,0.0,False,0.0
video,95,143,1,4,4,0,14.4,True,0.0
non_video,22,95,0,0,0,8,0.0,False,0.5
video,114,1615,7,1,0,0,94.4,False,1.0
non_video,21,275,0,0,1,8,0.0,False,1.0
video,49,101,1,5,1,0,34.5,False,0.0
video,67,1169,5,1,0,0,84.1,True,1.0
video,118,184,1,5,4,0,40.0,True,0.0
video,74,129,0,3,4,0,15.6,False,0.0
video,76,119,0,7,2,0,23.8,False,0.0
video,133,624,4,2,1,0,55.7,False,0.5
video,9,843,6,2,0,0,84.5,False,1.0
non_video,40,57,0,0,4,2,0.0,False,0.0
non_video,107,278,0,0,0,4,0.0,False,0.5
non_video,18,85,0,0,1,5,0.0,False,0.5
video,145,383,3,2,1,0,63.4,False,0.5
non_video,46,213,0,0,0,9,0.0,False,0.5
non_video,19,204,0,0,0,8,0.0,False,1.0
video,80,160,2,3,3,0,26.4,True,0.0
video,69,88,0,9,4,0,31.8,False,0.0
non_video,41,224,0,0,0,14,0.0,False,1.0
video,156,228,1,9,2,0,26.2,True,0.0
video,165,1560,2,0,0,0,95.4,True,1.0
non_video,74,95,0,0,1,4,0.0,False,0.0
non_video,75,196,0,0,1,6,0.0,False,0.5
non_video,65,257,0,0,1,6,0.0,False,0.5
video,117,807,7,1,0,0,94.1,False,1.0
video,120,264,2,8,4,0,38.2,True,0.0
non_video,42,130,0,0,2,6,0.0,False,0.5
non_video,63,459,0,0,0,17,0.0,False,1.0
non_video,45,131,0,0,1,7,0.0,False,0.5
video,234,579,3,3,2,0,63.4,False,0.5
video,31,346,5,2,0,0,99.6,True,1.0
video,25,1123,2,2,0,0,96.6,True,1.0
video,153,996,4,2,0,0,94.4,True,1.0
video,145,729,2,3,1,0,69.9,True,0.5
non_video,66,228,0,0,1,10,0.0,False,0.5
non_video,17,510,0,0,1,9,0.0,False,1.0
video,12,973,6,2,1,0,83.0,True,1.0
video,128,275,0,6,2,0,36.0,True,0.0
video,319,725,4,1,2,0,76.8,False,0.5
non_video,51,470,0,0,1,19,0.0,False,1.0
non_video,8,365,0,0,1,18,0.0,False,1.0
video,124,297,0,5,2,0,38.2,False,0.0
video,274,855,4,4,2,0,58.7,True,0.5
non_video,42,225,0,0,0,16,0.0,False,1.0
non_video,45,293,0,0,1,16,0.0,False,1.0
video,115,232,1,4,3,0,38.6,False,0.0
non_video,17,34,0,0,4,4,0.0,False,0.0
video,284,688,2,4,0,0,74.8,False,0.5
video,168,670,2,4,0,0,71.1,True,0.5
non_video,40,52,0,0,2,1,0.0,False,0.0
video,241,727,3,2,2,0,75.0,True,0.5
non_video,69,108,0,0,1,0,0.0,False,0.0
non_video,79,185,0,0,0,8,0.0,False,0.5
non_video,42,163,0,0,0,9,0.0,False,0.5
video,351,1796,7,2,1,0,90.6,True,1.0
non_video,31,53,0,0,4,0,0.0,False,0.0
video,186,1621,7,0,0,0,95.1,False,1.0
video,52,71,2,6,4,0,21.5,False,0.0
video,214,654,1,4,1,0,41.4,True,0.5
video,379,876,3,1,0,0,59.3,True,0.5
non_video,94,294,0,0,0,8,0.0,False,0.5
non_video,69,108,0,0,4,3,0.0,False,0.0
non_video,28,118,0,0,0,9,0.0,False,0.5
non_video,55,567,0,0,0,10,0.0,False,1.0
video,90,886,2,2,0,0,81.5,False,1.0
video,79,1073,5,0,0,0,93.5,True,1.0
non_video,68,227,0,0,0,8,0.0,False,0.5
non_video,69,200,0,0,0,11,0.0,False,0.5
non_video,89,117,0,0,2,0,0.0,False,0.0
video,105,1429,2,2,0,0,91.0,True,1.0
video,255,745,2,2,2,0,50.8,False,0.5
non_video,56,202,0,0,0,5,0.0,False,0.5
non_video,25,33,0,0,1,2,0.0,False,0.0
video,2,1615,6,0,0,0,84.7,True,1.0
video,64,91,1,3,1,0,23.0,False,0.0
video,277,1691,7,2,0,0,97.0,True,1.0
video,41,95,2,9,4,0,24.1,True,0.0
non_video,52,458,0,0,0,8,0.0,False,1.0
video,64,545,5,0,0,0,89.5,True,1.0
video,232,857,1,2,1,0,50.7,False,0.5
video,129,163,0,5,4,0,26.0,False,0.0
video,49,182,3,1,2,0,40.4,True,0.5
video,23,1128,3,0,0,0,82.3,False,1.0
video,286,1633,5,2,0,0,84.3,False,1.0
non_video,19,75,0,0,0,3,0.0,False,0.5
video,189,278,1,8,2,0,29.4,False,0.0
non_video,110,259,0,0,2,11,0.0,False,0.5
video,53,1449,7,0,1,0,83.7,False,1.0
non_video,68,181,0,0,2,3,0.0,False,0.5
video,185,622,4,1,0,0,52.0,False,0.5
non_video,73,165,0,0,1,1,0.0,False,0.0
video,165,970,3,1,1,0,86.2,False,1.0
non_video,49,74,0,0,3,1,0.0,False,0.0
video,176,1258,3,0,0,0,87.2,False,1.0
video,172,513,1,4,1,0,54.6,True,0.5
video,33,996,6,1,1,0,88.0,True,1.0
video,279,1443,5,2,1,0,87.9,False,1.0
non_video,56,247,0,0,2,8,0.0,False,0.5
non_video,8,409,0,0,0,17,0.0,False,1.0
video,60,146,0,3,1,0,21.7,True,0.0
non_video,0,398,0,0,0,14,0.0,False,1.0
video,225,792,3,4,1,0,67.6,False,0.5
video,114,550,1,3,1,0,74.9,False,0.5
non_video,80,103,0,0,4,0,0.0,False,0.0
non_video,36,454,0,0,0,9,0.0,False,1.0
video,163,744,2,4,2,0,63.7,False,0.5
video,87,1696,7,0,1,0,99.6,False,1.0
non_video,72,95,0,0,1,1,0.0,False,0.0
video,78,333,1,2,2,0,48.9,False,0.5
non_video,89,126,0,0,3,4,0.0,False,0.0
video,90,659,6,0,1,0,98.6,False,1.0
non_video,34,90,0,0,0,7,0.0,False,0.5
non_video,39,85,0,0,4,4,0.0,False,0.0
video,72,167,1,7,2,0,9.3,True,0.0
video,57,308,3,0,0,0,95.1,True,1.0
non_video,5,175,0,0,0,17,0.0,False,1.0
video,150,193,2,7,4,0,5.2,False,0.0
non_video,14,218,0,0,0,16,0.0,False,1.0
non_video,46,112,0,0,2,3,0.0,False,0.5
video,263,876,2,4,1,0,52.9,False,0.5
video,101,384,3,4,2,0,73.4,True,0.5
video,127,254,2,7,2,0,13.6,False,0.0
non_video,61,280,0,0,0,7,0.0,False,0.5
non_video,67,93,0,0,1,0,0.0,False,0.0
video,79,371,2,1,2,0,76.9,True,0.5
video,82,578,2,2,0,0,84.1,False,1.0
video,132,360,3,2,0,0,79.7,True,0.5
non_video,66,295,0,0,1,3,0.0,False,0.5
video,104,239,2,3,1,0,10.7,True,0.0
non_video,53,398,0,0,1,16,0.0,False,1.0
video,47,228,4,2,1,0,42.3,False,0.5
video,140,658,2,2,2,0,57.7,False,0.5
non_video,89,155,0,0,2,0,0.0,False,0.0
video,81,434,2,2,0,0,91.0,False,1.0
video,99,1500,5,2,0,0,97.3,True,1.0
video,38,71,2,9,2,0,5.9,False,0.0
video,20,422,7,0,0,0,97.5,True,1.0
video,115,230,0,8,4,0,6.8,True,0.0
video,23,1196,2,0,1,0,85.7,False,1.0
video,130,1214,3,2,0,0,98.3,False,1.0
non_video,41,60,0,0,4,3,0.0,False,0.0
video,8,674,7,1,0,0,80.9,True,1.0
video,113,680,5,0,1,0,99.0,False,1.0
video,73,114,0,3,4,0,22.8,False,0.0
video,156,747,1,3,1,0,75.2,False,0.5
video,223,287,1,3,2,0,31.2,True,0.0
video,156,369,4,1,1,0,51.7,False,0.5
non_video,21,185,0,0,0,13,0.0,False,1.0
video,8,487,7,1,1,0,80.3,True,1.0
non_video,32,546,0,0,0,11,0.0,False,1.0
non_video,33,562,0,0,0,15,0.0,False,1.0
video,99,145,1,8,1,0,21.7,False,0.0
non_video,45,94,0,0,4,3,0.0,False,0.0
non_video,47,117,0,0,2,7,0.0,False,0.5
video,99,904,6,0,1,0,95.0,True,1.0
non_video,27,54,0,0,1,1,0.0,False,0.0
video,31,435,5,0,0,0,93.9,False,1.0
video,118,204,1,4,2,0,16.4,True,0.0
video,144,434,2,1,0,0,40.7,False,0.5
video,157,289,0,6,3,0,35.7,False,0.0
non_video,9,446,0,0,0,17,0.0,False,1.0
video,41,81,1,5,1,0,10.0,True,0.0
video,113,346,4,4,2,0,56.4,True,0.5
non_video,18,232,0,0,1,15,0.0,False,1.0
video,65,250,1,2,2,0,79.8,True,0.5
video,94,1706,3,1,0,0,84.8,False,1.0
non_video,89,530,0,0,0,19,0.0,False,1.0
non_video,39,596,0,0,1,16,0.0,False,1.0
video,77,276,1,4,1,0,43.2,False,0.5
video,34,776,6,2,0,0,82.8,False,1.0
video,100,1581,4,0,0,0,92.0,True,1.0
non_video,57,185,0,0,0,9,0.0,False,0.5
non_video,62,122,0,0,1,4,0.0,False,0.0
video,75,452,6,2,1,0,88.3,False,1.0
non_video,12,264,0,0,1,18,0.0,False,1.0
non_video,18,69,0,0,0,6,0.0,False,0.5
non_video,66,349,0,0,1,8,0.0,False,1.0
video,72,168,2,4,4,0,36.3,False,0.0
video,241,1269,4,1,1,0,81.6,False,1.0
video,52,1374,6,0,0,0,89.3,False,1.0
video,56,95,0,3,2,0,36.2,False,0.0
non_video,23,50,0,0,2,1,0.0,False,0.0
non_video,10,311,0,0,1,19,0.0,False,1.0
non_video,27,34,0,0,1,4,0.0,False,0.0
video,100,1349,2,0,1,0,87.0,False,1.0
non_video,45,69,0,0,3,4,0.0,False,0.0
non_video,52,130,0,0,3,4,0.0,False,0.0
non_video,73,116,0,0,4,3,0.0,False,0.0
non_video,91,129,0,0,3,0,0.0,False,0.0
non_video,15,184,0,0,0,8,0.0,False,1.0
non_video,53,333,0,0,0,10,0.0,False,1.0
non_video,36,93,0,0,0,6,0.0,False,0.5
video,31,511,5,0,0,0,98.1,False,1.0
video,65,259,1,2,0,0,49.3,False,0.5
non_video,19,46,0,0,4,3,0.0,False,0.0
video,84,209,3,2,2,0,47.7,False,0.5
non_video,7,135,0,0,0,13,0.0,False,1.0
video,62,306,1,3,2,0,62.4,False,0.5
video,31,351,5,1,0,0,83.9,False,1.0
non_video,92,499,0,0,0,19,0.0,False,1.0
non_video,39,57,0,0,4,3,0.0,False,0.0
non_video,28,222,0,0,0,10,0.0,False,1.0
video,340,1739,3,1,0,0,99.6,False,1.0
video,133,296,4,1,0,0,63.5,True,0.5
video,207,1546,3,0,0,0,99.0,True,1.0
non_video,65,127,0,0,3,4,0.0,False,0.0
non_video,58,264,0,0,0,7,0.0,False,0.5
video,72,845,5,1,1,0,82.8,False,1.0
non_video,109,169,0,0,3,1,0.0,False,0.0
video,38,888,6,2,1,0,87.8,True,1.0
video,157,1730,3,1,1,0,95.1,False,1.0
video,6,819,3,1,1,0,97.4,True,1.0
video,169,886,6,1,0,0,94.8,True,1.0
video,66,87,1,3,2,0,14.9,True,0.0
video,82,1413,7,0,0,0,93.4,True,1.0
video,74,98,1,7,2,0,21.1,False,0.0
video,81,130,1,3,2,0,36.0,True,0.0
non_video,77,132,0,0,1,0,0.0,False,0.0
video,59,78,0,4,1,0,28.3,False,0.0
non_video,57,520,0,0,0,8,0.0,False,1.0
video,53,89,1,9,3,0,31.5,False,0.0
video,87,131,1,7,1,0,14.6,False,0.0
video,116,476,4,2,2,0,43.2,False,0.5
video,248,1355,2,1,1,0,92.5,True,1.0
video,330,1658,2,2,0,0,97.8,False,1.0
video,221,279,0,7,2,0,30.2,False,0.0
video,40,510,2,2,0,0,88.3,True,1.0
non_video,82,465,0,0,1,9,0.0,False,1.0
non_video,119,158,0,0,2,1,0.0,False,0.0
non_video,20,51,0,0,3,1,0.0,False,0.0
video,228,285,2,7,4,0,31.9,True,0.0
video,86,392,1,2,1,0,61.8,True,0.5
non_video,27,73,0,0,0,11,0.0,False,0.5
video,61,252,2,2,1,0,79.4,False,0.5
video,62,100,2,4,2,0,32.2,True,0.0
non_video,85,220,0,0,1,9,0.0,False,0.5
video,147,638,4,3,1,0,76.3,False,0.5
video,212,770,3,4,0,0,51.2,False,0.5
video,115,171,2,9,2,0,6.7,True,0.0
video,238,544,2,3,2,0,71.3,False,0.5
non_video,68,238,0,0,2,7,0.0,False,0.5
video,72,335,1,2,0,0,68.1,True,0.5
video,74,1082,6,2,1,0,85.0,False,1.0
non_video,24,160,0,0,0,10,0.0,False,1.0
video,166,224,2,5,3,0,22.9,False,0.0
non_video,25,54,0,0,1,4,0.0,False,0.0
non_video,23,242,0,0,0,10,0.0,False,1.0
video,341,832,2,4,0,0,61.9,True,0.5
video,42,104,0,9,4,0,19.4,False,0.0
non_video,46,317,0,0,1,19,0.0,False,1.0
non_video,51,309,0,0,0,14,0.0,False,1.0
video,276,1511,5,2,1,0,92.5,False,1.0
video,104,471,2,1,1,0,47.4,False,0.5
video,129,213,2,4,4,0,34.2,True,0.0
video,41,95,0,5,4,0,13.5,False,0.0
video,232,1213,5,1,1,0,80.7,True,1.0
non_video,32,219,0,0,1,8,0.0,False,1.0
non_video,7,514,0,0,1,19,0.0,False,1.0
non_video,52,242,0,0,2,9,0.0,False,0.5
video,10,718,6,0,1,0,92.2,False,1.0
video,92,125,2,7,3,0,6.6,True,0.0
non_video,110,163,0,0,2,0,0.0,False,0.0
video,51,239,1,1,1,0,63.9,True,0.5
non_video,80,253,0,0,0,10,0.0,False,0.5
video,20,707,2,2,1,0,82.3,False,1.0
non_video,37,521,0,0,0,12,0.0,False,1.0
non_video,88,247,0,0,1,11,0.0,False,0.5
video,67,95,2,3,1,0,22.1,False,0.0
video,44,80,2,6,3,0,32.5,False,0.0
video,153,595,1,4,0,0,72.9,False,0.5
video,134,240,2,3,1,0,33.7,True,0.0
video,141,286,0,9,2,0,7.1,False,0.0
video,317,722,4,2,0,0,42.6,True,0.5
video,194,252,0,5,3,0,35.9,False,0.0
non_video,44,107,0,0,4,2,0.0,False,0.0
non_video,52,432,0,0,1,11,0.0,False,1.0
video,86,508,6,0,0,0,84.2,True,1.0
video,184,269,2,5,1,0,25.3,True,0.0
video,162,814,6,2,1,0,83.1,True,1.0
video,174,229,0,8,4,0,11.6,True,0.0
non_video,40,412,0,0,1,11,0.0,False,1.0
video,103,180,1,8,3,0,16.4,False,0.0
video,36,61,2,5,2,0,35.8,False,0.0
non_video,53,92,0,0,4,2,0.0,False,0.0
video,153,197,2,7,4,0,31.7,False,0.0
non_video,54,127,0,0,3,1,0.0,False,0.0
video,128,1752,6,1,1,0,86.9,False,1.0
non_video,69,205,0,0,2,8,0.0,False,0.5
video,136,360,1,3,2,0,44.8,True,0.5
video,257,1562,4,0,0,0,99.8,False,1.0
non_video,46,106,0,0,0,9,0.0,False,0.5
video,41,81,0,3,2,0,32.5,False,0.0
non_video,17,371,0,0,0,15,0.0,False,1.0
non_video,9,222,0,0,0,14,0.0,False,1.0
non_video,35,593,0,0,0,10,0.0,False,1.0
video,63,295,3,3,0,0,46.3,False,0.5
non_video,69,104,0,0,4,3,0.0,False,0.0
non_video,72,164,0,0,0,8,0.0,False,0.5
video,128,283,2,9,4,0,35.8,True,0.0
video,263,673,1,3,1,0,45.7,True,0.5
non_video,94,134,0,0,4,2,0.0,False,0.0
video,151,592,3,2,0,0,53.0,True,0.5
non_video,91,138,0,0,3,4,0.0,False,0.0
video,178,986,5,2,0,0,80.9,False,1.0
video,124,472,3,3,0,0,62.5,False,0.5
non_video,100,127,0,0,1,4,0.0,False,0.0
video,302,880,2,4,1,0,79.1,True,0.5
non_video,29,521,0,0,0,18,0.0,False,1.0
non_video,28,57,0,0,3,4,0.0,False,0.0
non_video,47,59,0,0,1,1,0.0,False,0.0
video,327,1662,4,2,1,0,83.4,True,1.0
video,139,632,1,4,2,0,63.4,True,0.5
non_video,33,393,0,0,1,10,0.0,False,1.0
non_video,44,460,0,0,1,13,0.0,False,1.0
video,41,1260,7,0,1,0,97.6,False,1.0
non_video,22,33,0,0,4,3,0.0,False,0.0
video,3,1497,6,1,0,0,80.3,False,1.0
non_video,96,130,0,0,1,2,0.0,False,0.0
non_video,77,120,0,0,1,2,0.0,False,0.0
video,345,836,2,1,0,0,76.0,False,0.5
video,146,965,6,0,1,0,84.3,True,1.0
non_video,89,214,0,0,2,8,0.0,False,0.5
video,185,1055,4,1,1,0,89.6,True,1.0
video,155,407,3,2,2,0,58.1,False,0.5
video,150,209,1,3,4,0,32.7,True,0.0
non_video,84,112,0,0,4,3,0.0,False,0.0
video,105,219,2,3,4,0,17.9,True,0.0
non_video,45,170,0,0,0,7,0.0,False,0.5
video,123,211,1,6,1,0,17.9,False,0.0
video,97,234,1,8,1,0,8.2,False,0.0
non_video,103,525,0,0,0,19,0.0,False,1.0
non_video,9,309,0,0,1,9,0.0,False,1.0
video,148,1179,7,0,1,0,84.5,True,1.0
non_video,84,266,0,0,0,10,0.0,False,0.5
video,64,109,1,9,3,0,34.3,True,0.0
non_video,51,121,0,0,3,1,0.0,False,0.0
non_video,46,67,0,0,2,1,0.0,False,0.0
non_video,82,141,0,0,3,0,0.0,False,0.0
video,122,1215,6,0,0,0,99.1,True,1.0
video,145,256,2,5,2,0,37.6,True,0.0
video,2,1276,4,2,0,0,83.7,True,1.0
video,147,272,2,9,2,0,11.8,True,0.0
video,63,85,2,6,4,0,12.7,False,0.0
non_video,76,99,0,0,1,1,0.0,False,0.0
video,178,654,2,3,2,0,40.8,False,0.5
non_video,84,247,0,0,0,11,0.0,False,0.5
non_video,44,373,0,0,0,17,0.0,False,1.0
non_video,92,119,0,0,4,0,0.0,False,0.0
video,16,1667,7,2,0,0,83.0,True,1.0
non_video,65,278,0,0,1,6,0.0,False,0.5
video,136,224,0,7,1,0,35.0,False,0.0
video,215,679,4,3,1,0,53.5,True,0.5
video,120,151,0,9,1,0,35.2,False,0.0
non_video,53,299,0,0,0,19,0.0,False,1.0
video,48,63,0,6,1,0,23.6,False,0.0
non_video,45,137,0,0,0,8,0.0,False,0.5
video,104,131,0,5,4,0,19.3,True,0.0
video,100,225,2,8,3,0,8.7,True,0.0
non_video,83,110,0,0,2,4,0.0,False,0.0
non_video,39,243,0,0,1,11,0.0,False,1.0
non_video,47,189,0,0,1,4,0.0,False,0.5
video,221,284,2,4,2,0,39.0,True,0.0
non_video,38,95,0,0,0,9,0.0,False,0.5
video,182,489,2,2,2,0,62.3,True,0.5
video,59,124,1,9,4,0,10.2,False,0.0
video,26,381,3,2,1,0,97.0,False,1.0
non_video,46,61,0,0,1,4,0.0,False,0.0
video,94,201,2,3,2,0,19.4,True,0.0
non_video,29,53,0,0,3,0,0.0,False,0.0
non_video,18,531,0,0,1,18,0.0,False,1.0
non_video,69,184,0,0,2,6,0.0,False,0.5
video,163,231,1,4,1,0,7.7,True,0.0
video,44,1030,6,1,0,0,98.7,True,1.0
non_video,103,258,0,0,2,9,0.0,False,0.5
video,212,807,3,2,1,0,50.5,False,0.5
non_video,54,147,0,0,1,5,0.0,False,0.5
non_video,35,188,0,0,0,10,0.0,False,1.0
video,148,791,4,2,0,0,95.1,True,1.0
non_video,22,33,0,0,2,2,0.0,False,0.0
video,209,1126,4,1,0,0,89.6,True,1.0
non_video,94,260,0,0,0,4,0.0,False,0.5
non_video,11,226,0,0,1,12,0.0,False,1.0
non_video,61,207,0,0,2,8,0.0,False,0.5
non_video,32,40,0,0,1,1,0.0,False,0.0
non_video,96,293,0,0,1,11,0.0,False,0.5
non_video,42,243,0,0,0,15,0.0,False,1.0
non_video,87,582,0,0,1,17,0.0,False,1.0
non_video,38,85,0,0,1,6,0.0,False,0.5
video,348,801,3,2,2,0,70.4,True,0.5
non_video,44,463,0,0,1,9,0.0,False,1.0
video,91,320,2,4,0,0,70.9,False,0.5
video,175,455,1,2,1,0,58.8,False,0.5
video,110,832,4,2,1,0,92.5,False,1.0
non_video,44,171,0,0,1,4,0.0,False,0.5
non_video,79,271,0,0,2,7,0.0,False,0.5
video,283,810,4,2,2,0,40.4,False,0.5
non_video,20,36,0,0,4,1,0.0,False,0.0
non_video,85,146,0,0,3,0,0.0,False,0.0
video,71,218,4,4,2,0,57.0,False,0.5
non_video,37,105,0,0,0,7,0.0,False,0.5
video,238,616,2,4,1,0,50.1,True,0.5
video,102,467,4,1,2,0,49.3,True,0.5
non_video,26,62,0,0,0,10,0.0,False,0.5
non_video,53,88,0,0,1,1,0.0,False,0.0
video,164,750,4,1,2,0,41.9,True,0.5
video,276,1487,7,1,1,0,86.7,False,1.0
video,113,226,0,3,4,0,30.2,True,0.0
video,22,303,5,1,0,0,88.0,True,1.0
non_video,25,540,0,0,0,13,0.0,False,1.0
video,147,198,2,4,4,0,28.5,False,0.0
video,87,1628,4,2,0,0,99.5,True,1.0
non_video,26,500,0,0,1,13,0.0,False,1.0
video,97,123,2,9,1,0,24.0,True,0.0
non_video,71,390,0,0,0,15,0.0,False,1.0
non_video,137,173,0,0,2,0,0.0,False,0.0
video,43,527,5,1,0,0,81.2,False,1.0
video,36,794,4,0,1,0,94.9,False,1.0
non_video,95,141,0,0,2,4,0.0,False,0.0
video,125,1262,3,0,1,0,98.7,True,1.0
non_video,69,155,0,0,2,10,0.0,False,0.5
video,177,265,1,3,3,0,30.8,False,0.0
video,151,268,2,5,2,0,10.8,True,0.0
video,90,841,2,0,0,0,92.2,True,1.0
non_video,16,492,0,0,0,18,0.0,False,1.0
video,278,630,4,1,2,0,47.1,True,0.5
video,160,247,2,3,1,0,8.7,True,0.0
video,167,1303,5,1,0,0,97.8,True,1.0
video,157,211,0,8,1,0,20.0,False,0.0
non_video,93,155,0,0,1,2,0.0,False,0.0
video,59,234,2,3,1,0,72.8,False,0.5
video,87,147,0,7,2,0,30.8,False,0.0
non_video,75,179,0,0,1,1,0.0,False,0.0
video,33,72,2,5,2,0,14.3,False,0.0
non_video,66,299,0,0,1,6,0.0,False,0.5
video,81,1121,5,1,1,0,81.2,False,1.0
non_video,50,190,0,0,2,9,0.0,False,0.5
non_video,36,46,0,0,3,1,0.0,False,0.0
video,90,166,1,8,4,0,32.5,False,0.0
video,16,421,6,2,1,0,90.1,True,1.0
video,194,1570,5,2,1,0,87.5,False,1.0
non_video,37,155,0,0,1,6,0.0,False,0.5
video,165,1110,2,1,0,0,89.6,False,1.0
video,130,1259,4,2,0,0,93.5,False,1.0
non_video,24,423,0,0,0,14,0.0,False,1.0
video,78,1702,6,2,1,0,97.4,False,1.0
video,68,199,2,3,2,0,54.1,True,0.5
non_video,31,181,0,0,0,9,0.0,False,1.0
video,68,94,1,3,1,0,36.4,True,0.0
video,169,453,1,2,2,0,43.7,True,0.5
video,184,1163,4,1,0,0,82.6,True,1.0
non_video,34,309,0,0,1,12,0.0,False,1.0
non_video,26,129,0,0,0,10,0.0,False,0.5
video,125,1688,5,0,1,0,96.0,True,1.0
non_video,19,64,0,0,1,6,0.0,False,0.5
non_video,1,379,0,0,0,10,0.0,False,1.0
non_video,23,200,0,0,0,17,0.0,False,1.0
video,93,354,4,4,2,0,41.6,False,0.5
non_video,4,190,0,0,1,17,0.0,False,1.0
non_video,30,80,0,0,2,6,0.0,False,0.5
video,39,89,0,9,2,0,11.5,True,0.0
video,137,1393,4,0,0,0,84.7,False,1.0
non_video,25,374,0,0,1,9,0.0,False,1.0
non_video,37,565,0,0,1,8,0.0,False,1.0
video,106,135,1,6,2,0,16.0,False,0.0
video,285,1527,3,1,0,0,94.6,False,1.0
video,29,837,7,1,1,0,87.5,True,1.0
video,71,779,2,2,0,0,85.9,False,1.0
non_video,33,358,0,0,1,11,0.0,False,1.0
video,211,1217,5,2,1,0,91.2,False,1.0
non_video,48,114,0,0,0,7,0.0,False,0.5
non_video,15,60,0,0,0,6,0.0,False,0.5
non_video,95,569,0,0,1,8,0.0,False,1.0
video,47,1529,5,2,0,0,99.6,True,1.0
video,173,951,3,1,0,0,94.1,True,1.0
non_video,74,99,0,0,3,3,0.0,False,0.0
non_video,73,477,0,0,1,10,0.0,False,1.0
non_video,98,132,0,0,4,3,0.0,False,0.0
video,272,650,4,1,1,0,79.9,True,0.5
video,358,1796,5,1,1,0,81.0,True,1.0
video,36,80,1,7,1,0,22.8,False,0.0
non_video,105,143,0,0,1,4,0.0,False,0.0
video,197,873,4,2,2,0,75.9,True,0.5
non_video,49,118,0,0,3,0,0.0,False,0.0
video,107,163,2,9,2,0,33.6,False,0.0
video,218,1359,2,2,0,0,92.4,True,1.0
non_video,45,75,0,0,2,3,0.0,False,0.0
non_video,29,361,0,0,0,15,0.0,False,1.0
video,54,78,2,5,2,0,6.1,False,0.0
video,123,156,0,9,1,0,10.0,True,0.0
video,108,1249,6,1,0,0,95.5,False,1.0
non_video,96,215,0,0,0,6,0.0,False,0.5
non_video,26,35,0,0,3,2,0.0,False,0.0
video,191,254,1,3,3,0,20.7,False,0.0
non_video,57,121,0,0,4,4,0.0,False,0.0
non_video,73,408,0,0,0,12,0.0,False,1.0
video,186,248,1,7,1,0,15.5,True,0.0
video,146,725,3,4,2,0,41.3,False,0.5
non_video,50,71,0,0,1,0,0.0,False,0.0
video,51,754,3,2,1,0,80.8,True,1.0
video,92,150,2,6,1,0,17.3,True,0.0
